UserId,Department/Region,Output/initiative/programme/project's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,"Geographical focus (Global, Regional  or National/local)",Specify name of the Region/country,"Type of partnership
(Options: UN interagency initiative; or multistakeholder initiative; or bilateral partnership; or event; or campaign; or challenge)",New or long-standing,Funding source (Options: regular budget or extrabudgetary),"Focus
 (Options: Youth only or Youth is one of the target groups)",year
USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",Global Conference on Decent Jobs for Youth ,GLO435,,Dedicated sessions on promoting decent work for forcibly dispalced youth in the digital economy and promoting and protecting youth rights ,Global,Global,event,Long-standing,extrabudgetary,Youth only,2024
USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",UNGA and Summit of the Future ,GLO435,,"1) ILO, UNICEF, UNHCR, UNFPA, UNYO and UNMGCY led the organisation of the Youth Action Day session on Youth-led  Action in Humanitarian anf Forced Displacement settings. 
2) ILO participated in multiple events including on green jobs, youth employment in the digital economy, refugee youth self-reliance and youth rights at work during the UNGA. ",Global,Global,event,New,extrabudgetary,Youth only,2024
USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",ILO joined the Compact for Young People in Humanitarian Action,GLO435,,"ILO joined the Compact to strengthen its collaboration with ?humanitarian and development partners in scaling up action for, with and by youth in forced displacement settings.?",Global,Global,multistakeholder initiative,New,extrabudgetary,Youth only,2024
USR-202506-0035,Region: Asia and the Pacific,??Skills Innovation Challenge Call in India has selected and supported four non-profit organizations to pilot innovative solutions to ??Upgrade Informal Apprenticeships through Digital Transformation??. ,IND102 (Output 3.2),https://www.ilo.org/projects-and-partnerships/projects/skills-innovation-challenge-call-india-upgrading-informal-apprenticeships,"This is a collaborative initiative with Ministry of Skill Development and Entrepreneurship and UNICEF/Generation Unlimited (YuWaah!). Source of funding: Global Programme, Flanders component",National/Local,Asia and the Pacific,multistakeholder initiative,New,extrabudgetary,Youth are one of the target groups,2024
USR-202506-0035,Region: Asia and the Pacific,Public-private partnerships (e.g. Chambers / BEF / NSDA) developed to conceptualize and roll out quality apprenticeship / workplace-based learning models in key economic sectors ?C including informal sector,BGD101 (Output 3.2),ILO Dhaka,"?????????? A pilot project is underway to link Technical Training Centers with major industries in the Chattogram region to create industry-driven training programs for unemployed youth. The success of this pilot will inform the scaling up of such models nationally. Additionally, the ILO is building the capacity of employers' organizations to facilitate future partnerships between private companies and TVET institutions ( Funding : Progress Project) ",National/Local,Asia and the Pacific,multistakeholder initiative,New,extrabudgetary,Youth are one of the target groups,2024
USR-202506-0035,Region: Asia and the Pacific,,,,,,,,,,,2024
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",Green Jobs for Youth Pact,GLO435,https://www.unep.org/topics/youth-education-and-environment/green-jobs-youth,"Co-created by UNEP, UNICEF, and ILO, this bold new pact aims to equip every young person with the green skills and jobs needed to actively contribute to??and thrive in??a just transition for all.",Global,Global,UN interagency initiative,Long-standing,extrabudgetary,Youth only,2024
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2024
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2024
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2024
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2024
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2024
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2024
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2024
USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",YouthForesight Global Partnerships for Youth Employment Knowledge Sharing,GLO435,https://www.youthforesight.org/,"Through co-branded webinars and content collaborations (newsletters co-authoring, knowledge resource curation), YouthForesight engaged 9 partners in 2024: A2i, ITU, AmaliTech, ILO, UNICEF, JPAL, Plan International Indonesia, Geneva Graduate Institute, and SOS Children??s Villages. These partnerships enabled broad dissemination of knowledge and peer exchange on youth employment challenges and solutions.",Global,Global,multistakeholder initiative,Long-standing,extrabudgetary,Youth are one of the target groups,2024
USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",YouthForesight Global Partnerships for Youth Employment Knowledge Sharing,GLO435,https://www.youthforesight.org/,"A total of 7 global webinars were organised since May 2024 in collaboration with 9 partners including A2i, ITU, AmaliTech, ILO, UNICEF, JPAL, Plan International Indonesia, Geneva Graduate Institute and SOS Children??s Villages. Topics included digital skills, market-oriented training, career guidance systems, inclusive skilling and youth labor market trends. These knowledge-shring events targeted youth employment practitioners, policy makers and youth organizations. They focused on policy solutions, evidence-based approaches and cross-country learning. Over 1,400 people registered.",Global,Global,multistakeholder initiative,Long-standing,extrabudgetary,Youth are one of the target groups,2024
USR-202506-0038,Region: Latin America and the Caribbean,UN RCP LAC Youth Working Group,RLA156,,"Within the UN Regional Collaborative Platform for LAC, the ILO co-chairs the Youth Working Group together with UNICEF and UNFPA",Regional,Americas,UN interagency initiative,Long-standing,Regular Budget,Youth only,2024
USR-202506-0038,Region: Latin America and the Caribbean,United Nations Interagency Youth Group in Colombia,,,"Actively contributed to the creation and continued development of the UN Interagency Youth Group. The ILO co-leads workstreams on decent work, just transition, and social protection.",National/local,Americas,UN interagency initiative,New,extrabudgetary,Youth only,2024
USR-202506-0038,Region: Latin America and the Caribbean,Ideathon for Social Justice,,https://www.ilo.org/ideathon-social-justice,"In 2024, the ILO launched the Social Justice Ideathon, a regional challenge that gathered 405 ideas from young people aged 18?C30 across 18 Latin American and Caribbean countries. The initiative aimed to promote youth engagement in advancing social justice. Five finalist teams were selected and supported to scale their proposals.",Regional,Americas,challenge,Long-standing,Regular Budget,Youth only,2024
USR-202506-0038,Region: Latin America and the Caribbean,,,,,,,,,,,2024
USR-202506-0038,Region: Latin America and the Caribbean,,,,,,,,,,,2024
USR-202506-0038,Region: Latin America and the Caribbean,,,,,,,,,,,2024
USR-202506-0038,Region: Latin America and the Caribbean,,,,,,,,,,,2024
USR-202506-0039,International Labour Standards,,,,,,,,,,,2024
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",IFAD's Learning and Reflection Forum,Output 3.5,https://youthagrihubs.org/events/rwanda-2/,"The primary objective of the Forum was to share, critically discuss and learn from the experience to date of the nine countries in which the Programme operates.  A second objective was for each country to assess the key opportunities for further improvement of their operations and outcomes and provide, on the basis of their experience insights on what should be considered on a potential second phase of the Programme.

The different sessions enabled participants, including youth participating in the Programme to shed light on how key approaches can be taken into different contexts through meaningful adaptations.  Ultimately, the Forum created a platform for each of the Programme??s country hubs to further improve the effectiveness of their operations and exposed others to inspiring experience and outcomes that can be used to improve their own operations.",Regional,Africa,event,New,extrabudgetary,Youth only,2024
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",MoU between the Gyeonggi Province (Korea) and the ILO,GLO 435,,"Through the Memorandum of Understanding, ILO's Employment Policy, Job Creation and Livelihood Department and the Gyeonggi Province's Labor Bureau agreed to formalize their collaboration to strengthen knowledge and technical cooperation on youth employment and the development of labor policies as key challenges to sustainable development, social cohesion, and economic prosperity.",Global,Global,bilateral partnership,New,extrabudgetary,Youth only,2024
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2024
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2024
USR-202506-0041,Conditions of Work and Equality,,,,,,,,,,,2024
USR-202506-0041,Conditions of Work and Equality,,,,,,,,,,,2024
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2024
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2024
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2024
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2024
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2024
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2024
USR-202506-0043,Region: Latin America and the Caribbean,United Nations Interagency Youth Group in Brazil,BRA102,,"Actively contributed to the UN Interagency Youth Group. The ILO has provided inputs and disseminated knowledge on the concepts of decent work and the just transition, as well as on the future of work for youth",National/local,Americas,UN interagency initiative,Long-standing,Regular Budget,Youth only,2024
USR-202506-0043,Region: Latin America and the Caribbean,,,,,,,,,,,2024
USR-202506-0043,Region: Latin America and the Caribbean,,,,,,,,,,,2024
USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",The Global Initiative on Decent Jobs for Youth,GLO435,www.decentjobsforyouth.org,,Global,Global,multistakeholder initiative,Long-standing,regular budget,Youth are one of the target groups,2024
USR-202506-0001,Region: Asia and the Pacific,Empower Youth in the Era of AI?? Thematic Forum on Digital Development of the 2024 World Youth Development Forum,CHN 252,https://www.ilo.org/resource/news/%E2%80%98empower-youth-era-ai%E2%80%99-thematic-forum-digital-development-2024-world-youth,"On 15 August 2024, the Thematic Forum on Digital Development of the 2024 World Youth Development Forum (WYDF) was successfully held in Chongqing, China. The Forum was co-hosted by All-China Youth Federation (ACYF) and the ILO. It gathered over 200 international and national experts and youth leaders to discuss the transformative power of digital development, with special attention to skilling and industrial development in the era of Artificial Intelligence (AI).",Global,Global,event,Long-standing,extrabudgetary,Youth only,2025
USR-202506-0001,Region: Asia and the Pacific,Partnership with Hangzhou city Disabled Persons Federation  to promote inclusive employment for people with disabilities and the pratice now extends to Wenzhou city,??,"https://www.ilo.org/projects-and-partnerships/projects/enhancing-rights-based-disability-inclusive-sustainable-development-china
https://www.ilo.org/resource/news/joint-commitment-inclusive-employment-people-disabilities
","Develop the Inclusive Employment Index??a tool designed to guide companies in creating more inclusive workplaces??and establish an Inclusive Employment Company Alliance to share best practices and strengthen policy implementation, promoting inclusive employment for people with disabilities.",National/Local,Asia and the Pacific,multistakeholder initiative,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0001,Region: Asia and the Pacific,,,,,,,,,,,2025
USR-202506-0002,Statistics,,,,,,,,,,,2025
USR-202506-0003,Region: Asia and the Pacific,,,,,,,,,,,2025
USR-202506-0003,Region: Asia and the Pacific,,,,,,,,,,,2025
USR-202506-0004,Region: Asia and the Pacific,Support to World Day Against Child Labor events in the Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),PHL 135,https://www.facebook.com/ILOPhilippines/posts/barmm-celebrates-world-day-against-child-labour-2024the-bangsamoro-autonomous-re/861639719328328/,WDACL celebrations conducted in pilot sites and regional level; These events featured SCREAM inspired performances to increase awareness on CL.,National/Local,Asia and the Pacific,event,Long-standing,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0004,Region: Asia and the Pacific,,,,,,,,,,,2025
USR-202506-0004,Region: Asia and the Pacific,,,,,,,,,,,2025
USR-202506-0004,Region: Asia and the Pacific,,,,,,,,,,,2025
USR-202506-0004,Region: Asia and the Pacific,,,,,,,,,,,2025
USR-202506-0005,Region: Arab States,,,,,,,,,,,2025
USR-202506-0006,Region: Arab States,Integrating Career Guidance and Employment Services within Community Development Centers (CDCs) in Akkar and North Lebanon,LBN103,,This program aimed to enhance employability and facilitate the transition of young Lebanese and Syrians into sustainable employment and income-generating opportunities,National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only,2025
USR-202506-0006,Region: Arab States,Implementing JSCs in Jordan,JOR110,,,National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only,2025
USR-202506-0006,Region: Arab States,Promoting Work-based Learning programmes for the host communities and Syrian refugees in Jordan,JOR110,,"Implementing a pilot initiative of WBL programmes to facilitate transition young host community members and refugees to decent employment; and build the institutional capacities of the training providers along with the National Sector Skills?? Councils (NSSC), chambers, and partner enterprises on designing and implementing quality work-based learning programmes.",National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only,2025
